Country Code,Country Name,Year,fdi_inflows_percent_gdp,inflation,government_consumption_percent_gdp,exports_percent_gdp,gross_fixed_capital_formation,imports_percent_gdp,gdp_growth,gdp_per_capita,unemployment,population_growth,trade_openness
CYP,Cyprus,2003,6.24270945639917,4.13906538686852,18.0891177872796,57.7621279453982,20.2861873439701,56.2425050360864,2.62329962315329,23930.7734375,4.153,1.83243139832695,114.0046329814846
CYP,Cyprus,2004,6.459620091748,2.28621706801678,16.7828088035016,56.8898030886863,20.6457343555968,57.0138104005206,5.02627226665527,24799.63671875,4.77,1.8127204878139,113.90361348920689
CYP,Cyprus,2005,6.30362669067508,2.56016132330235,16.7524529076344,55.6921064986712,21.5266894687851,56.2249587732868,4.85298762175586,25631.35546875,5.481,1.77957653069647,111.917065271958
CYP,Cyprus,2006,9.32556556614527,2.30468732978553,17.1893825203549,53.4358108781673,25.0775609714329,56.3706871621756,4.71378358593959,26395.490234375,4.593,1.74760698284514,109.8064980403429
CYP,Cyprus,2007,9.57345612845137,2.37265183669718,16.7546542990593,53.2589801292313,25.5483408894883,58.0161427153915,5.09822614854798,27156.806640625,3.946,1.72029297747734,111.2751228446228
CYP,Cyprus,2008,44.3647557897632,4.66900841902491,17.3628609634952,50.081695822203,27.1833090122118,62.8442350525052,3.64698922103939,27449.212890625,3.756,1.69266521990115,112.9259308747082
CYP,Cyprus,2009,252.66766836908,0.326276652249793,19.1192169870489,48.7222504024133,23.4393429106478,54.0688414967863,-2.01508203683694,26183.673828125,5.594,1.66746501269811,102.7910918991996
CYP,Cyprus,2010,125.272736246416,2.43004084102251,18.7471157245929,50.3345258473469,22.3931532844937,58.5671734221764,2.28267100119788,26090.037109375,6.359,1.64898311615441,108.9016992695233
CYP,Cyprus,2011,151.736913469908,3.2894493956421,19.3608887386673,53.4540858842518,18.9835410036702,57.1630454027873,0.416711868408683,25538.76953125,7.942,1.6424698555703,110.6171312870391
CYP,Cyprus,2012,289.858155745793,2.38905410042326,19.1014564892632,55.2783809408715,15.4617926757181,57.0658923564013,-3.44738151374587,24285.484375,12.097,1.63540837414934,112.34427329727279
CYP,Cyprus,2013,108.090333712845,-0.399357676464425,18.7335653096676,61.2965904312478,14.0795248605542,59.6296102081412,-6.58747751118347,22711.708984375,16.131,1.57480485967812,120.92620063938901
CYP,Cyprus,2014,233.165814267121,-1.35498885446315,17.0727810804208,65.9517048728868,13.3043398828757,64.8926582065034,-1.77605867728616,22373.56640625,16.277,1.50114149056878,130.84436307939018
CYP,Cyprus,2015,137.220747221649,-2.0969976905312,16.6093100075551,70.0173031293258,12.833004711897,67.2591233478671,3.41892038889013,23088.4296875,15.026,1.46213136863434,137.2764264771929
CYP,Cyprus,2016,15.8272346194166,-1.42916666666665,15.487159442376,70.4840522281272,18.0346280830739,68.538046229121,6.57359080924678,24477.974609375,13.006,1.43370522557944,139.0220984572482
CYP,Cyprus,2017,184.054180339924,0.531766496174467,15.0336429268327,73.8364791392389,20.7947375308198,74.1768764188964,5.75083236554525,25665.990234375,11.155,1.377808546931,148.0133555581353
CYP,Cyprus,2018,307.086610313426,1.43549119531759,14.711254825282,74.511134620546,18.5806193226431,73.1124327895079,6.27166360056404,26962.392578125,8.504,1.30393306995205,147.6235674100539
CYP,Cyprus,2019,431.788575910459,0.250370996758493,16.0348841954706,75.7588643662806,18.6839198824146,74.747298763229,5.87559583386607,28167.146484375,7.155,1.24612155650882,150.50616312950962
CYP,Cyprus,2020,-296.013333456363,-0.638422797978861,19.2034035770133,79.647252717685,20.8183845649063,81.0214637422846,-3.22063018637567,26895.671875,7.755,1.20329712567783,160.6687164599696
CYP,Cyprus,2021,21.8171208826836,2.44608867175474,18.7839806304444,90.7578331633624,19.2171328479755,86.0699036565075,11.3975590801512,29517.05859375,7.513,1.1499785451605,176.82773681986993
CYP,Cyprus,2022,0.172623567791445,8.39548297993334,17.9936691019068,104.666076513256,20.365352478474,101.087453739449,8.73854684881674,31505.2109375,6.806,1.06174678712373,205.753530252705
CYP,Cyprus,2023,-63.1546391215421,3.54134188751646,18.4416024400142,96.3899707005315,21.9867256098379,94.3509872559874,3.62045368236082,32022.01953125,5.835,1.0167681770201,190.7409579565189
CYP,Cyprus,2024,-133.824213233455,1.80023018624824,18.4085961733462,97.0202359384563,20.5485340033866,93.3826349823034,3.94076934447787,32757.541015625,4.9,0.984449687113221,190.4028709207597
CYP,Cyprus,2025,27.0778550174763,0.126528851920189,18.4850473125663,97.5738320583018,20.0344829457622,91.9222700471352,3.77325347982725,33526.828125,4.924,0.914028750872649,189.496102105437
CZE,Czechia,1995,4.23883721598216,8.99052361478449,20.2934701674742,39.9284395098007,33.4816504944355,42.9725595627246,6.22140598863832,11453.3800188807,4.082,-0.0613140627238111,82.9009990725253
CZE,Czechia,1996,2.11680269383607,8.75877472878111,19.5707166747439,37.8990370301148,34.1632093780358,42.7005209295452,4.16858426915319,11944.7171474526,3.852,-0.11638129923463,80.59955795965999
CZE,Czechia,1997,2.05707979520759,8.59615666715564,20.2009863687013,40.0180990636206,32.3173712169401,44.1351316041027,-0.595838414214853,11886.3480904927,4.674,-0.107762749274352,84.1532306677233
CZE,Czechia,1998,5.50725202620316,10.6983655274888,19.1670001715168,41.8138083917812,30.8398236143565,42.1248439289515,-0.393150193750415,11850.8396211995,6.455,-0.0947447516571582,83.9386523207327
CZE,Czechia,1999,9.62483232120859,2.1354484441733,20.0282277182962,42.4907873989701,30.0159001444465,42.9663362406413,1.37836060943835,12026.4688076608,8.702,-0.102175934295454,85.4571236396114
CZE,Czechia,2000,8.02095314137193,3.77538829151729,19.6626244947285,47.8222277784723,31.1058465641539,49.6761678543151,4.010669619984,12543.9364342367,8.764,-0.280414108078884,97.4983956327874
CZE,Czechia,2001,8.27868500809023,4.66267556988258,19.6216662152036,48.6218413983162,31.0000794883727,49.9150323317027,2.9172195289956,12958.4667607533,8.128,-0.375719704335905,98.5368737300189
CZE,Czechia,2002,10.2854716819753,1.90298097019027,21.0969189481399,44.7797457982463,29.6344638830734,46.0995257474119,1.51345949139996,13179.9878092741,7.28,-0.192901617564167,90.87927154565821
CZE,Czechia,2003,2.01250274928445,0.118739205526815,22.0968044227069,46.5673230629568,29.2515839879825,48.0795370036041,3.300836832613,13618.9349633164,7.777,-0.028620590719166,94.6468600665609
CZE,Czechia,2004,5.34629831368761,2.76010781671153,20.8347947406824,56.8994781682745,28.5804641980298,56.2744978021405,4.73633969683438,14259.63342798,8.298,0.0304348483027166,113.173975970415
CZE,Czechia,2005,10.0027291342114,1.85709789109228,20.5231697315457,61.7588664473362,28.5248592592412,59.4324208687688,6.37502886086791,15147.7214417611,7.927,0.138325980046718,121.191287316105
CZE,Czechia,2006,4.56488300562003,2.53399258343633,20.1443409705596,64.8869825723489,28.1510781666578,62.164032482667,6.62317299177447,16107.3042502688,7.141,0.270795629232185,127.0510150550159
CZE,Czechia,2007,7.26984053281639,2.8531243721117,19.3477516245405,66.150542351883,29.6665559482128,63.7261971530059,5.48882595164517,16892.542854974,5.316,0.583542205385113,129.87673950488892
CZE,Czechia,2008,3.72734017480649,6.3586638015237,19.3675939254461,63.0342206340259,28.9056718357901,60.870589295922,2.61226807205139,17190.6470333289,4.392,0.829412602993033,123.9048099299479
CZE,Czechia,2009,2.54701925348654,1.0193773532923,20.9109353555502,58.4757844686548,27.1841500644404,54.5734703162206,-4.79832416684926,16272.8084766719,6.662,0.569729451418061,113.0492547848754
CZE,Czechia,2010,4.81502985527419,1.47272727272728,20.5105590148358,64.8915980155479,26.5219620764145,61.8648821012499,2.71466509907701,16665.9317825137,7.281,0.29136167418042,126.7564801167978
CZE,Czechia,2011,1.80994155301699,1.9172191363555,19.7936930986447,70.2506376126123,26.098348006461,66.5002179298254,1.77238085338473,16926.2846674435,6.712,0.206747667335417,136.7508555424377
CZE,Czechia,2012,4.48424380759869,3.28762306610411,19.4568454729596,75.1048104767256,25.3751105408769,70.375384920209,-0.770668190622743,16772.3539223328,6.979,0.139925655740972,145.48019539693462
CZE,Czechia,2013,3.45386726376292,1.4382978723404,19.725109864186,75.5803954463061,24.7753723844816,69.9218351786551,-0.0418124160447491,16759.7808635642,6.953,0.0331699460503076,145.50223062496121
CZE,Czechia,2014,3.83510153423089,0.343988589646794,19.3139501657267,81.3510352122697,24.7408229025596,75.0640876146159,2.24521219862635,17118.0425571578,6.108,0.105277581527518,156.41512282688558
